application_id,target,mobile_number_valid,email_valid,fraud_flag,gender,marital_status,employment_type,industry,residential_status,region,application_channel,device_type,internal_product_flags,length_of_employment,monthly_income,residential_tenure,age,number_of_dependents,previous_applications,credit_history_months,payment_history_on_time_ratio,days_past_due_max,account_status,credit_limits_total,outstanding_balances_total,utilization_ratio,overdue_amounts_total,risk_grade,inquiry_count_6m,inquiry_amount_6m,num_open_accounts,num_closed_accounts,avg_account_age_months,max_credit_limit_single_account,recent_delinquency_flag
APP0002928,0,1,1,0,F,Married,Salaried,Construction,Rented,CALABARZON,Online,Android,CC:1|SAV:1|PAY:0,5.8,70074,5.2,36,0,0,22,0.863,0,Current,48284,19189,0.397,0,B,0,8190,1,2,20,9761,0
APP0002929,1,1,1,0,F,Married,Self-Employed,Healthcare,Rented,Others,Online,Android,CC:1|SAV:1|PAY:1,2.1,51655,3.3,42,3,1,14,0.661,15,Delinquent,123661,76242,0.617,20633,C,0,20386,3,2,12,63683,0
APP0002930,1,1,1,0,M,Single,Contractual,IT,Owned,NCR,Online,Android,CC:0|SAV:1|PAY:1,0.2,79355,6.0,24,0,1,135,0.656,15,Delinquent,37189,1751,0.047,1401,B,0,53202,3,7,67,21490,0
APP0002931,0,1,1,0,F,Married,Salaried,BPO,Family,Central Luzon,Branch,Unknown,CC:0|SAV:1|PAY:0,0.9,42475,0.6,50,1,2,56,0.642,0,Current,44786,10275,0.229,0,B,1,11454,4,4,32,21581,0
APP0002932,0,1,0,0,F,Married,Contractual,BPO,Rented,NCR,Branch,Web,CC:0|SAV:1|PAY:1,2.7,78315,3.0,21,0,1,61,0.889,0,Current,294451,28737,0.098,0,A,0,4023,4,4,29,162054,0
APP0002933,0,1,1,0,M,Married,Salaried,Construction,Owned,CALABARZON,MobileApp,Web,CC:1|SAV:1|PAY:1,10.5,40064,11.1,43,0,2,88,0.672,90,Delinquent,54640,15219,0.279,11646,D,0,25621,7,7,48,18814,1
APP0002934,0,1,0,0,F,Single,Salaried,BPO,Owned,Central Luzon,Online,Android,CC:1|SAV:0|PAY:1,3.4,112531,3.0,21,1,0,34,0.934,0,Current,28916,948,0.033,0,A,0,10079,4,3,16,9838,0
APP0002935,0,1,1,0,F,Single,Self-Employed,BPO,Owned,NCR,Kiosk,Unknown,CC:0|SAV:1|PAY:0,3.0,106993,6.9,34,2,1,18,0.965,0,Current,41618,12547,0.301,0,B,0,8031,3,0,10,13665,0
APP0002936,0,1,1,0,M,Single,Self-Employed,Manufacturing,Rented,Cebu,Agent,Web,CC:0|SAV:0|PAY:0,5.1,44657,3.8,29,1,0,73,0.771,0,Current,309489,113773,0.368,0,B,3,36219,6,5,35,152884,0
APP0002937,0,1,1,0,F,Single,Salaried,Services,Rented,Central Luzon,Online,Android,CC:1|SAV:0|PAY:1,0.7,136466,12.2,45,1,3,21,0.294,15,Delinquent,31205,6392,0.205,5114,C,0,78597,4,0,15,18000,0
APP0002938,1,1,1,0,F,Married,Salaried,BPO,Rented,Davao,Kiosk,Android,CC:1|SAV:1|PAY:1,0.6,57562,8.3,40,2,0,72,0.848,0,Current,58935,13985,0.237,0,A,0,17800,5,4,37,32659,0
APP0002939,0,0,1,0,F,Single,Salaried,IT,Owned,NCR,Branch,Web,CC:0|SAV:1|PAY:0,1.7,117115,13.2,32,1,1,16,0.853,0,Current,34610,9193,0.266,0,B,1,9817,2,0,13,9002,0
APP0002940,0,1,1,0,M,Single,Salaried,Services,Rented,NCR,Online,Android,CC:1|SAV:1|PAY:1,21.1,29622,6.4,38,2,0,20,0.834,0,Current,70973,5757,0.081,0,A,0,5099,2,2,11,31969,0
APP0002941,0,1,0,0,M,Single,Salaried,BPO,Rented,Cebu,Online,iOS,CC:0|SAV:0|PAY:0,8.3,74070,15.0,36,2,1,32,0.325,30,Delinquent,68884,9305,0.135,7444,C,0,30677,3,2,24,41219,1
APP0002942,0,1,1,0,F,Married,Self-Employed,Retail,Owned,NCR,Online,Android,CC:0|SAV:1|PAY:0,4.6,64609,1.7,39,0,1,70,0.552,0,Current,78098,3477,0.045,0,A,1,35867,5,2,41,24847,0
APP0002943,0,1,1,0,M,Married,Salaried,Services,Owned,Cebu,Branch,Web,CC:0|SAV:1|PAY:0,2.0,41191,4.3,33,0,0,113,0.454,15,Delinquent,354975,105602,0.297,2900,A,0,24104,6,4,56,161128,0
APP0002944,0,1,0,0,F,Single,Self-Employed,Education,Owned,NCR,Branch,Web,CC:1|SAV:0|PAY:0,3.2,83201,4.6,29,2,0,61,0.847,0,Current,53948,21014,0.39,0,A,0,52123,7,5,32,30354,0
APP0002945,0,1,1,0,F,Single,Salaried,Healthcare,Family,NCR,Branch,Web,CC:1|SAV:1|PAY:0,1.4,97049,3.0,21,0,1,32,0.565,90,Delinquent,87820,11447,0.13,6963,E,2,62277,4,2,18,49163,1
APP0002946,0,1,0,0,M,Single,Salaried,Manufacturing,Rented,Others,Online,Android,CC:0|SAV:1|PAY:1,4.5,62483,3.6,31,1,1,80,0.823,0,Current,114335,32232,0.282,0,A,0,12090,2,4,41,37569,0
APP0002947,0,1,1,0,M,Married,Salaried,Transport,Company-Provided,Davao,MobileApp,Android,CC:0|SAV:1|PAY:1,2.2,58582,0.3,35,1,2,16,0.609,15,Delinquent,50297,7248,0.144,5798,C,0,58145,4,1,8,11949,0
APP0002948,0,1,1,0,M,Married,Salaried,Retail,Owned,Central Luzon,MobileApp,iOS,CC:1|SAV:1|PAY:0,0.5,55311,8.0,26,0,0,26,0.846,0,Current,113318,2242,0.02,0,A,1,32721,2,2,14,51945,0
APP0002949,0,1,0,0,M,Separated,Contractual,Agriculture,Family,Others,Branch,Web,CC:1|SAV:1|PAY:0,1.0,47535,10.6,33,4,0,50,0.669,0,Current,72779,35459,0.487,0,B,1,23616,3,4,32,42124,0
APP0002950,0,1,1,0,F,Single,Salaried,Retail,Rented,Cebu,Branch,Web,CC:1|SAV:1|PAY:0,3.8,70353,5.0,42,2,2,74,0.839,0,Current,126112,22139,0.176,0,A,1,13240,4,2,41,50848,0
APP0002951,0,1,1,0,F,Separated,Salaried,Services,Rented,CALABARZON,Branch,Web,CC:1|SAV:1|PAY:1,4.7,68779,4.4,35,2,0,42,0.578,0,Current,85444,20278,0.237,0,C,3,20553,3,1,31,32732,0
APP0002952,0,1,1,0,F,Single,Contractual,Government,Owned,Others,Online,Android,CC:0|SAV:1|PAY:0,0.4,49328,3.6,28,0,0,39,0.789,0,Current,25339,6828,0.269,0,A,0,12327,2,4,22,13824,0
APP0002953,0,0,1,0,F,Married,Salaried,IT,Rented,Cebu,Kiosk,Web,CC:1|SAV:0|PAY:0,6.6,44209,5.0,41,2,0,41,0.827,0,Current,207896,5723,0.028,0,A,2,91013,4,5,23,76888,0
APP0002954,0,1,1,0,M,Single,Salaried,Services,Family,Central Luzon,MobileApp,Android,CC:1|SAV:1|PAY:1,7.0,77305,6.2,36,1,1,87,0.946,0,Current,356829,189673,0.532,0,A,0,19717,4,4,44,168556,0
APP0002955,0,1,1,0,F,Married,Salaried,Transport,Owned,CALABARZON,Branch,Web,CC:1|SAV:1|PAY:1,5.1,63588,11.4,35,1,1,29,0.922,0,Current,83504,35553,0.426,0,C,3,40384,4,2,18,29682,0
APP0002956,0,1,1,0,F,Single,Self-Employed,Manufacturing,Owned,Others,Branch,Android,CC:0|SAV:0|PAY:0,4.6,64268,9.1,31,0,1,25,0.878,0,Current,58243,8417,0.145,0,B,2,7821,6,3,15,20435,0
APP0002957,0,1,0,0,F,Married,Student,,Rented,NCR,Branch,Web,CC:1|SAV:1|PAY:0,1.1,15551,0.7,25,2,1,40,0.827,0,Current,224208,60543,0.27,0,A,1,13178,3,3,25,61685,0
APP0002958,0,1,0,0,F,Married,Contractual,Healthcare,Company-Provided,NCR,Branch,Web,CC:1|SAV:1|PAY:1,10.1,71579,1.2,36,1,0,94,0.331,30,Delinquent,337609,88397,0.262,3705,D,4,25352,5,4,48,79467,1
APP0002959,0,1,1,0,M,Single,Salaried,Services,Rented,NCR,Agent,Android,CC:0|SAV:1|PAY:1,1.3,19589,6.4,37,2,0,31,0.419,30,Delinquent,73693,2849,0.039,2279,C,0,106222,1,0,18,40831,1
APP0002960,1,1,1,0,F,Single,Student,,Owned,NCR,Online,iOS,CC:1|SAV:0|PAY:0,0.8,16741,7.8,29,1,1,41,0.686,0,Current,83277,16364,0.197,0,B,1,24950,4,1,29,22692,0
APP0002961,0,0,1,0,M,Married,Salaried,Healthcare,Mortgaged,NCR,Agent,Web,CC:0|SAV:1|PAY:1,4.1,45296,1.3,35,1,0,16,0.314,15,Delinquent,86325,15067,0.175,8612,C,0,21279,4,1,21,19413,0
APP0002962,1,1,1,0,M,Single,Salaried,BPO,Mortgaged,Others,Online,Web,CC:0|SAV:1|PAY:0,1.8,43551,12.2,41,0,1,42,0.553,15,Delinquent,36282,23638,0.652,5540,C,1,11731,5,3,30,15707,0
APP0002963,1,1,1,0,M,Single,Contractual,BPO,Family,Cebu,Branch,iOS,CC:1|SAV:0|PAY:1,10.8,40752,4.2,26,1,2,55,0.927,0,Current,85206,15647,0.184,0,A,1,19688,5,3,33,35650,0
APP0002964,0,1,1,0,F,Single,Salaried,Agriculture,Family,NCR,Branch,Android,CC:1|SAV:1|PAY:1,2.5,27735,1.7,37,2,1,21,0.95,0,Current,266532,57975,0.218,0,A,1,19752,5,3,18,113837,0
APP0002965,0,1,0,0,F,Married,Salaried,Agriculture,Rented,Davao,Branch,iOS,CC:0|SAV:0|PAY:0,0.7,37782,2.5,33,1,1,87,0.593,30,Delinquent,108627,46177,0.425,5079,C,2,75128,8,4,53,42065,1
APP0002966,0,0,1,0,F,Single,Salaried,Construction,Owned,CALABARZON,Agent,Android,CC:0|SAV:0|PAY:0,12.6,28878,9.8,41,1,1,54,0.891,0,Current,58609,13512,0.231,0,A,0,5209,7,1,33,15049,0
APP0002967,0,1,1,0,F,Single,Salaried,Services,Family,CALABARZON,Kiosk,Android,CC:1|SAV:1|PAY:0,2.9,59072,14.9,42,0,0,34,0.775,0,Current,121002,36933,0.305,0,B,1,9122,3,5,19,25213,0
APP0002968,0,1,1,0,F,Single,Self-Employed,BPO,Rented,CALABARZON,Agent,Unknown,CC:1|SAV:0|PAY:0,2.9,90630,2.6,34,2,1,55,0.792,0,Current,62555,15820,0.253,0,A,1,35065,3,5,32,13672,0
APP0002969,0,1,0,0,F,Single,Self-Employed,BPO,Company-Provided,Others,Branch,Unknown,CC:0|SAV:1|PAY:1,1.9,95200,1.6,34,2,0,63,0.845,0,Current,94952,34183,0.36,0,A,0,45342,4,1,37,54812,0
APP0002970,0,1,1,0,M,Married,Salaried,BPO,Rented,NCR,Agent,Web,CC:1|SAV:1|PAY:0,7.2,69024,8.6,32,3,0,13,0.568,15,Delinquent,38548,18587,0.482,14870,C,0,13532,2,3,8,15910,0
APP0002971,0,1,1,0,M,Widowed,Salaried,Government,Family,NCR,Branch,Web,CC:1|SAV:1|PAY:0,1.4,34277,5.0,26,2,1,56,0.894,0,Current,54575,4908,0.09,0,B,3,86598,5,2,30,19641,0
APP0002972,1,1,0,0,M,Married,Unemployed,,Family,NCR,Branch,iOS,CC:1|SAV:0|PAY:0,0.1,10433,10.6,37,0,0,92,0.806,0,Current,161751,91048,0.563,0,A,0,24140,4,4,52,58931,0
APP0002973,0,1,1,0,F,Single,Contractual,Manufacturing,Mortgaged,Cebu,Online,Android,CC:1|SAV:1|PAY:0,2.8,31086,6.4,34,1,1,29,0.978,0,Current,99531,35653,0.358,0,B,1,13771,4,4,12,45872,0
APP0002974,0,1,1,0,F,Married,Salaried,Transport,Family,Cebu,Online,Android,CC:1|SAV:1|PAY:0,10.4,42506,2.9,28,0,1,35,0.786,0,Current,61400,17760,0.289,0,B,1,12433,5,6,17,21531,0
APP0002975,0,1,1,0,M,Single,Student,,Owned,NCR,Agent,Web,CC:1|SAV:1|PAY:0,1.3,12919,3.0,21,2,1,39,0.86,0,Current,101636,49950,0.491,0,B,1,36527,4,4,23,52707,0
APP0002976,0,1,1,0,M,Single,Self-Employed,Transport,Family,NCR,Agent,Android,CC:1|SAV:0|PAY:0,1.2,160856,3.8,38,2,0,74,0.94,0,Current,69986,52346,0.748,0,B,1,44246,4,4,41,21274,0
APP0002977,0,1,1,0,F,Married,Salaried,Services,Family,Cebu,Branch,Web,CC:0|SAV:1|PAY:0,5.4,67319,7.5,31,1,1,23,0.751,0,Current,59746,19433,0.325,0,B,1,5403,5,2,11,20726,0
APP0002978,0,1,1,0,M,Married,Salaried,Government,Mortgaged,Cebu,Branch,iOS,CC:0|SAV:1|PAY:1,6.0,57256,8.1,39,1,0,62,0.988,0,Current,181793,10061,0.055,0,A,0,17194,2,4,33,104349,0
APP0002979,0,1,1,0,F,Married,Salaried,Government,Rented,CALABARZON,Branch,Web,CC:0|SAV:0|PAY:0,2.3,50741,6.0,24,2,0,39,0.907,0,Current,151321,19956,0.132,0,B,3,12457,4,5,28,46019,0
APP0002980,0,1,1,0,F,Married,Self-Employed,Transport,Rented,Others,Branch,Unknown,CC:1|SAV:1|PAY:1,7.2,43004,17.0,35,1,1,116,0.993,0,Current,115640,56268,0.487,0,B,2,34067,6,4,58,53730,0
APP0002981,0,1,1,0,M,Single,Salaried,Services,Family,Others,Branch,Unknown,CC:1|SAV:1|PAY:1,0.8,52154,4.4,34,3,0,40,0.935,0,Current,103351,3558,0.034,0,A,1,27226,4,2,28,35742,0
APP0002982,0,0,1,0,M,Single,Salaried,Construction,Family,NCR,Agent,iOS,CC:1|SAV:1|PAY:0,1.8,67074,5.8,32,0,2,8,0.219,90,Delinquent,85016,37925,0.446,29469,E,0,20394,3,0,7,33027,1
APP0002983,0,1,1,0,F,Married,Salaried,Services,Rented,Central Luzon,Branch,Unknown,CC:1|SAV:1|PAY:0,2.1,75660,6.3,46,2,0,68,0.281,60,Delinquent,144652,9219,0.064,1412,D,2,168814,6,4,33,31545,1
APP0002984,1,1,0,0,F,Single,Unemployed,,Family,NCR,Kiosk,Web,CC:0|SAV:1|PAY:0,1.5,19613,12.7,35,1,1,60,0.339,30,Delinquent,63372,43753,0.69,34029,D,2,97458,5,4,36,16914,1
APP0002985,0,1,1,0,F,Single,Salaried,BPO,Owned,Cebu,Online,iOS,CC:1|SAV:0|PAY:0,1.0,76005,3.0,21,0,0,53,0.121,30,Delinquent,162848,88570,0.544,5404,C,0,34422,4,2,31,39208,1
APP0002986,1,1,1,0,F,Married,Unemployed,,Owned,CALABARZON,Branch,iOS,CC:0|SAV:1|PAY:0,1.7,13826,7.0,31,1,0,91,0.949,0,Current,133585,68287,0.511,0,A,1,15466,5,5,42,71854,0
APP0002987,1,1,1,0,M,Married,Unemployed,,Mortgaged,NCR,Online,Android,CC:0|SAV:1|PAY:0,0.1,8462,2.0,22,1,1,14,0.898,0,Current,73832,31342,0.425,0,C,2,18720,3,2,9,43168,0
APP0002988,1,1,1,0,M,Single,Salaried,IT,Rented,Davao,Agent,Android,CC:0|SAV:1|PAY:0,4.9,97451,7.7,45,0,1,26,0.955,0,Current,71766,25146,0.35,0,B,1,72565,5,2,24,16305,0
APP0002989,0,1,1,0,F,Married,Salaried,Transport,Owned,Others,Online,iOS,CC:0|SAV:1|PAY:0,4.6,37508,3.7,36,0,0,47,0.653,0,Current,159029,45691,0.287,0,B,1,12080,4,3,23,36694,0
APP0002990,0,0,1,0,F,Married,Salaried,Services,Rented,NCR,Branch,Android,CC:0|SAV:1|PAY:0,2.4,37438,6.6,33,3,1,51,0.774,0,Current,92040,25230,0.274,0,A,1,36524,5,3,33,38737,0
APP0002991,0,1,1,0,M,Married,Unemployed,,Mortgaged,NCR,MobileApp,iOS,CC:1|SAV:0|PAY:0,1.6,11557,5.0,23,1,0,43,0.81,0,Current,62661,7062,0.113,0,B,2,136652,4,3,23,25166,0
APP0002992,0,1,1,0,F,Single,Salaried,Government,Family,NCR,Branch,Android,CC:1|SAV:1|PAY:1,2.3,50692,9.3,35,2,1,16,0.923,0,Current,68907,51826,0.752,0,C,1,9391,3,4,13,31713,0
APP0002993,0,1,1,0,F,Single,Salaried,Education,Owned,Central Luzon,MobileApp,iOS,CC:0|SAV:1|PAY:0,11.0,38475,2.6,42,0,0,35,0.604,15,Delinquent,155178,45349,0.292,4518,B,0,61233,5,1,23,76770,0
APP0002994,0,1,1,0,M,Single,Salaried,Services,Rented,Davao,Branch,Android,CC:1|SAV:0|PAY:1,3.7,95764,5.5,38,1,0,111,0.908,0,Current,42502,23719,0.558,0,B,1,47753,5,5,48,22054,0
APP0002995,1,1,1,0,M,Single,Salaried,Healthcare,Rented,Central Luzon,Agent,Web,CC:1|SAV:0|PAY:0,5.3,104087,3.9,38,2,2,22,0.888,0,Current,74023,49324,0.666,0,B,0,33849,4,3,10,19219,0
APP0002996,0,0,1,0,F,Single,Unemployed,,Family,Central Luzon,Online,Android,CC:1|SAV:1|PAY:1,1.0,20429,2.5,45,2,0,46,0.475,30,Delinquent,189758,82608,0.435,23371,C,1,36842,5,3,27,40823,1
APP0002997,0,1,1,0,M,Single,Self-Employed,Transport,Rented,Davao,Online,iOS,CC:0|SAV:1|PAY:0,0.4,39372,6.0,45,0,0,62,0.862,0,Current,89169,28205,0.316,0,A,1,37886,4,5,31,49548,0
APP0002998,0,1,1,0,M,Single,Contractual,IT,Family,CALABARZON,Branch,Web,CC:1|SAV:1|PAY:1,0.3,105821,7.0,35,1,1,73,0.931,0,Current,128326,95409,0.743,0,B,2,48216,6,4,43,49767,0
APP0002999,0,1,1,0,M,Married,Salaried,Services,Family,Central Luzon,Branch,Unknown,CC:1|SAV:1|PAY:0,2.6,82408,4.0,38,0,1,68,0.835,0,Current,207303,104076,0.502,0,B,2,23001,6,4,30,121997,0
APP0003000,0,1,1,0,F,Single,Salaried,Services,Rented,CALABARZON,Agent,iOS,CC:0|SAV:1|PAY:0,5.0,36330,3.5,47,1,0,33,0.805,0,Current,166451,28447,0.171,0,B,2,47525,5,4,23,68762,0
APP0003001,0,1,1,0,F,Married,Student,,Owned,Others,MobileApp,iOS,CC:0|SAV:1|PAY:0,6.0,20760,8.0,26,0,0,26,0.873,0,Current,73851,12048,0.163,0,B,1,21918,5,2,12,29837,0
APP0003002,0,1,1,0,F,Married,Salaried,Healthcare,Family,NCR,Online,Unknown,CC:0|SAV:1|PAY:0,5.1,61374,15.6,38,1,2,116,0.451,30,Delinquent,112477,10213,0.091,8170,C,0,15016,7,5,57,50524,1
APP0003003,0,1,1,0,M,Single,Unemployed,,Rented,NCR,Branch,Web,CC:0|SAV:1|PAY:0,9.8,22367,6.7,26,1,0,77,0.912,0,Current,174279,29974,0.172,0,A,2,26302,4,3,36,46717,0
APP0003004,0,1,1,0,F,Married,Salaried,Retail,Mortgaged,NCR,Branch,Web,CC:1|SAV:1|PAY:0,0.2,52396,13.0,31,0,0,49,0.939,0,Current,190475,128450,0.674,0,A,0,22299,7,3,36,57450,0
APP0003005,0,1,1,0,F,Married,Salaried,Manufacturing,Rented,Others,Agent,Web,CC:1|SAV:1|PAY:0,7.7,49533,8.4,44,0,0,100,0.873,0,Current,99889,739,0.007,0,A,1,104588,4,4,46,56170,0
APP0003006,0,1,1,0,F,Single,Self-Employed,Government,Family,CALABARZON,Branch,Web,CC:0|SAV:1|PAY:0,4.3,182109,4.0,28,1,0,16,0.885,0,Current,91356,9133,0.1,0,B,1,67640,5,3,13,26030,0
APP0003007,0,1,1,0,F,Married,Student,,Company-Provided,NCR,Branch,Web,CC:0|SAV:0|PAY:1,0.8,22451,2.5,42,2,2,19,0.492,30,Delinquent,106962,54155,0.506,6091,C,0,30035,4,3,8,31360,1
APP0003008,0,1,1,0,M,Single,Student,,Family,Others,Agent,Web,CC:0|SAV:1|PAY:0,4.6,12813,4.5,29,0,2,8,0.807,0,Current,185595,48549,0.262,0,B,0,10155,2,3,16,74979,0
APP0003009,0,1,1,0,F,Married,Salaried,Services,Owned,Others,Online,iOS,CC:0|SAV:1|PAY:1,2.9,41178,8.5,42,0,0,51,0.809,0,Current,183503,106620,0.581,0,B,2,19398,4,3,31,83762,0
APP0003010,0,1,1,0,M,Single,Salaried,IT,Mortgaged,Others,Branch,Web,CC:0|SAV:1|PAY:0,1.8,126573,1.4,45,1,0,53,0.952,0,Current,147135,26469,0.18,0,A,1,98634,4,1,30,29480,0
APP0003011,0,1,1,0,F,Married,Salaried,Construction,Owned,NCR,Branch,Web,CC:1|SAV:1|PAY:1,1.1,43184,2.9,27,0,1,17,0.446,60,Delinquent,49483,24725,0.5,10887,D,0,10984,5,2,20,18938,1
APP0003012,0,0,1,0,M,Single,Self-Employed,Healthcare,Owned,Others,Agent,Android,CC:0|SAV:0|PAY:1,2.5,40043,4.4,39,1,0,76,0.875,0,Current,85727,34733,0.405,0,A,1,49694,4,4,41,30828,0
APP0003013,0,1,1,0,M,Married,Self-Employed,IT,Family,NCR,Branch,Web,CC:1|SAV:1|PAY:0,1.1,62662,4.0,42,0,0,11,0.958,0,Current,75218,15496,0.206,0,B,1,19875,3,3,12,41088,0
APP0003014,0,1,1,0,M,Single,Salaried,Services,Mortgaged,NCR,Kiosk,Android,CC:0|SAV:1|PAY:0,0.3,46543,2.9,31,0,2,58,0.704,0,Current,210271,4130,0.02,0,A,1,47238,2,2,33,112680,0
APP0003015,0,1,1,0,F,Married,Unemployed,,Rented,CALABARZON,Branch,Web,CC:1|SAV:0|PAY:1,7.5,33296,6.7,38,1,2,65,0.914,0,Current,96665,13974,0.145,0,A,0,30093,7,2,38,54361,0
APP0003016,0,1,1,0,M,Married,Self-Employed,Retail,Rented,CALABARZON,Branch,Android,CC:1|SAV:1|PAY:1,3.6,114042,1.9,25,2,0,51,0.085,60,Delinquent,196605,38420,0.195,7363,D,0,30501,3,4,27,105542,1
APP0003017,0,1,1,0,F,Single,Contractual,IT,Family,NCR,Agent,Android,CC:0|SAV:1|PAY:0,1.8,41557,12.8,50,1,3,16,0.937,0,Current,64306,30985,0.482,0,B,0,12567,4,2,12,33097,0
APP0003018,0,1,0,0,M,Married,Salaried,Retail,Owned,Central Luzon,Online,Android,CC:1|SAV:1|PAY:0,2.4,73777,6.2,28,2,0,90,0.45,90,Delinquent,80348,19366,0.241,15493,E,1,40098,5,4,50,43677,1
APP0003019,0,1,1,0,M,Single,Salaried,Agriculture,Owned,Others,Branch,Web,CC:1|SAV:1|PAY:0,8.0,43160,14.0,32,1,1,34,0.814,0,Current,125114,33811,0.27,0,A,0,26150,4,2,22,33771,0
APP0003020,0,1,1,0,F,Married,Student,,Rented,CALABARZON,Online,iOS,CC:0|SAV:0|PAY:0,1.5,12398,7.4,33,1,1,34,0.383,90,Delinquent,250151,86169,0.344,25573,D,0,23465,5,3,21,84136,1
APP0003021,0,1,0,0,M,Single,Salaried,IT,Mortgaged,CALABARZON,Branch,iOS,CC:0|SAV:0|PAY:1,1.9,125604,9.4,35,1,0,30,0.492,15,Delinquent,88749,5688,0.064,4550,C,1,17645,6,2,14,42018,0
APP0003022,0,1,1,0,M,Married,Contractual,Manufacturing,Company-Provided,NCR,Agent,Unknown,CC:0|SAV:1|PAY:0,5.8,104389,6.1,37,1,0,70,0.875,0,Current,22393,9994,0.446,0,B,1,22691,5,2,43,12747,0
APP0003023,0,1,1,0,F,Married,Unemployed,,Family,Others,Branch,Android,CC:1|SAV:1|PAY:1,0.9,20943,9.0,37,3,1,33,0.286,30,Delinquent,38122,17624,0.462,9393,D,1,15115,5,3,18,17794,1
APP0003024,0,0,1,0,M,Single,Self-Employed,Healthcare,Rented,NCR,Agent,Android,CC:1|SAV:1|PAY:0,4.3,46663,8.0,26,3,1,21,0.89,0,Current,109342,78189,0.715,0,B,0,21250,4,2,19,30963,0
APP0003025,0,0,0,0,M,Single,Salaried,Services,Family,CALABARZON,Online,Android,CC:1|SAV:0|PAY:1,2.3,32931,7.0,25,1,3,81,0.862,0,Current,45598,22722,0.498,0,A,0,36995,6,4,43,26350,0
APP0003026,1,0,0,0,M,Single,Salaried,Services,Mortgaged,NCR,Online,Android,CC:0|SAV:1|PAY:1,2.8,68983,3.1,47,2,1,45,0.912,0,Current,56906,26795,0.471,0,B,1,11210,4,4,21,28688,0
APP0003027,0,1,1,0,F,Married,Salaried,IT,Family,Others,Agent,Web,CC:0|SAV:1|PAY:1,6.2,102693,3.0,43,2,1,82,0.842,0,Current,115771,54308,0.469,0,B,2,34277,7,3,48,56336,0
APP0003028,0,1,1,0,F,Single,Salaried,Healthcare,Owned,NCR,Online,Android,CC:1|SAV:0|PAY:0,19.9,60414,6.0,24,2,0,47,0.324,60,Delinquent,23923,6906,0.289,5525,D,1,20414,6,1,28,12081,1
APP0003029,0,1,1,0,F,Single,Salaried,BPO,Family,CALABARZON,Online,iOS,CC:0|SAV:1|PAY:0,7.1,92899,2.2,37,0,1,29,0.878,0,Current,77010,9985,0.13,0,A,1,74993,5,6,24,35706,0
APP0003030,0,1,0,0,F,Married,Salaried,Services,Rented,CALABARZON,Online,Android,CC:0|SAV:1|PAY:1,0.7,46907,4.2,40,2,2,12,0.849,0,Current,42813,6647,0.155,0,B,1,23639,3,1,11,8941,0
APP0003031,0,1,1,0,M,Single,Salaried,Retail,Owned,Others,Branch,Web,CC:0|SAV:0|PAY:0,1.0,40194,0.2,49,0,0,51,0.75,0,Current,39338,8595,0.218,0,B,2,32975,4,4,32,11858,0
APP0003032,0,1,0,0,M,Married,Salaried,Retail,Owned,NCR,Agent,Android,CC:1|SAV:0|PAY:0,2.1,58108,3.0,30,1,1,39,0.957,0,Current,58461,18950,0.324,0,A,0,35064,4,6,16,34061,0
APP0003033,0,1,1,0,F,Single,Salaried,Retail,Mortgaged,Central Luzon,Agent,Web,CC:1|SAV:0|PAY:1,5.1,20977,0.9,42,1,1,71,0.581,15,Delinquent,50565,4894,0.097,3915,B,0,88720,3,5,36,15950,0
APP0003034,0,1,0,0,M,Single,Salaried,Services,Rented,NCR,Branch,Web,CC:1|SAV:0|PAY:0,2.8,41694,2.5,39,1,0,32,0.794,0,Current,134066,31365,0.234,0,A,0,35041,6,2,15,68193,0
APP0003035,0,1,1,0,M,Married,Salaried,Government,Owned,Others,Kiosk,Web,CC:0|SAV:1|PAY:1,9.3,67574,4.8,29,0,0,59,0.492,15,Delinquent,209526,61975,0.296,2424,B,0,143596,5,3,31,77481,0
APP0003036,0,0,1,0,M,Single,Self-Employed,Healthcare,Rented,Central Luzon,Online,Android,CC:0|SAV:1|PAY:0,0.2,21082,2.2,31,0,1,46,0.851,0,Current,80218,29539,0.368,0,A,0,60285,5,2,29,45164,0
APP0003037,0,1,1,0,M,Single,Salaried,Retail,Rented,Central Luzon,Online,Android,CC:0|SAV:0|PAY:1,1.2,29165,2.6,28,5,0,27,0.656,120,Delinquent,61987,16391,0.264,13113,E,0,24880,3,4,16,26225,1
APP0003038,0,1,1,0,F,Married,Salaried,Services,Rented,CALABARZON,Branch,Web,CC:0|SAV:1|PAY:0,1.0,48974,15.7,37,1,1,34,0.907,0,Current,67009,22604,0.337,0,B,1,4540,2,4,25,30339,0
APP0003039,0,1,1,1,M,Single,Self-Employed,IT,Family,NCR,Online,Android,CC:0|SAV:0|PAY:0,5.5,36806,4.0,22,2,1,18,0.916,0,Current,44811,5233,0.117,0,B,1,18365,3,2,11,13257,0
APP0003040,0,1,0,0,M,Separated,Contractual,IT,Owned,NCR,Online,Android,CC:1|SAV:1|PAY:1,2.5,39287,11.6,32,2,2,121,0.537,30,Delinquent,56590,28366,0.501,2502,C,1,48632,7,3,64,12620,1
APP0003041,0,0,0,0,M,Separated,Salaried,Education,Rented,Central Luzon,Branch,Web,CC:1|SAV:1|PAY:0,0.1,20835,7.4,31,2,0,58,0.961,0,Current,38008,1660,0.044,0,A,0,11110,5,1,37,19104,0
